marca,modelo,ano,motorizacao,tipo_combustivel,cor,quilometragem,numero_de_portas,transmissao,categoria,km_por_litro,preco,descricao
Hyundai,Creta,2010,Motor elétrico,Elétrico,Verde,144814,4,Manual,Hatch,12.8,25687.37,Boa relação custo-benefício.
BYD,Seal,2017,1.0 3 cilindros Otto,Diesel,Branco,398179,4,CVT,SUV,8.6,105206.71,Espaçoso e confortável para famílias.
Chevrolet,Onix,2024,1.6 4 cilindros Flex,Gasolina,Prata,89839,2,Manual,Picape,14.7,343018.65,Modelo confiável e muito popular no Brasil.
Renault,Oroch,2021,2.0 4 cilindros Gasolina,Diesel,Prata,141016,4,Automatizada,Sedan,13.7,127928.58,Espaçoso e confortável para famílias.
Hyundai,Santa Fe,2018,1.3 4 cilindros Flex,Gasolina,Prata,437741,4,Automatizada,Sedan,11.5,303114.84,Espaçoso e confortável para famílias.
Honda,HR-V,2016,Motor elétrico,Elétrico,Vermelho,424027,4,Automática,Hatch,20.6,100173.78,Modelo confiável e muito popular no Brasil.
Nissan,March,2021,1.3 4 cilindros Flex,Flex,Preto,0,2,Automática,Hatch,20.9,229354.3,Modelo confiável e muito popular no Brasil.
BYD,Song Plus,2005,1.0 3 cilindros Otto,Diesel,Preto,250396,4,Automatizada,Sedan,8.5,186085.55,Ótimo desempenho e conforto para viagens.
Fiat,Cronos,2007,2.8 4 cilindros Diesel,Diesel,Branco,341681,2,CVT,Hatch,12.8,212191.21,Boa relação custo-benefício.
Volkswagen,Polo,2006,1.0 3 cilindros Otto,Diesel,Cinza,83025,4,Automática,Passeio,19.9,288211.3,Boa relação custo-benefício.
Volkswagen,Amarok,2024,1.3 4 cilindros Flex,Flex,Branco,0,4,CVT,Passeio,17.2,130710.01,Ótimo desempenho e conforto para viagens.
Hyundai,Santa Fe,2012,Motor elétrico,Elétrico,Verde,20069,4,CVT,Sedan,20.7,226303.21,Boa relação custo-benefício.
Hyundai,HB20,2020,2.8 4 cilindros Diesel,Gasolina,Vermelho,0,4,CVT,Picape,19.3,81586.03,Boa relação custo-benefício.
Toyota,SW4,2006,Motor elétrico,Elétrico,Azul,451947,2,CVT,Sedan,16.6,122610.78,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2019,1.0 3 cilindros Otto,Gasolina,Preto,0,2,CVT,Hatch,12.6,226418.41,Boa relação custo-benefício.
Toyota,Yaris,2018,2.8 4 cilindros Diesel,Flex,Prata,494768,2,Automática,SUV,10.4,119780.3,Ótimo desempenho e conforto para viagens.
Jeep,Renegade,2015,1.0 3 cilindros Otto,Flex,Vermelho,103889,2,Automatizada,Picape,15.0,103591.61,Espaçoso e confortável para famílias.
Nissan,March,2014,1.0 3 cilindros Otto,Híbrido,Vermelho,225747,2,Automática,Hatch,8.9,124149.75,Carro econômico ideal para cidade.
Nissan,Sentra,2007,1.6 4 cilindros Flex,Diesel,Azul,147893,4,Automática,Sedan,20.7,187558.0,Boa relação custo-benefício.
Jeep,Renegade,2022,Motor elétrico,Elétrico,Prata,348528,2,Automatizada,Sedan,11.2,235873.14,Design moderno com boa tecnologia embarcada.
Honda,WR-V,2024,Motor elétrico,Elétrico,Branco,0,2,Automática,Passeio,20.1,242191.61,Design moderno com boa tecnologia embarcada.
Nissan,Sentra,2009,1.3 4 cilindros Flex,Gasolina,Verde,87886,2,Automática,SUV,13.5,25329.09,Design moderno com boa tecnologia embarcada.
Honda,WR-V,2024,1.0 3 cilindros Otto,Gasolina,Preto,0,4,CVT,Passeio,17.5,129158.71,Espaçoso e confortável para famílias.
BYD,Yuan Plus,2011,2.8 4 cilindros Diesel,Híbrido,Cinza,57830,2,CVT,Passeio,8.2,122563.67,Espaçoso e confortável para famílias.
BYD,Yuan Plus,2005,Motor elétrico,Elétrico,Vermelho,148290,2,CVT,Hatch,21.8,295290.44,Boa relação custo-benefício.
BYD,Dolphin,2016,2.0 4 cilindros Gasolina,Híbrido,Vermelho,96372,2,Automatizada,Sedan,14.3,340263.36,Ótimo desempenho e conforto para viagens.
Chevrolet,Tracker,2008,1.3 4 cilindros Flex,Híbrido,Azul,445148,4,CVT,Picape,16.3,281920.13,Ótimo desempenho e conforto para viagens.
Volkswagen,Virtus,2006,1.0 3 cilindros Otto,Diesel,Branco,165534,2,Automática,Passeio,18.4,291312.55,Ótimo desempenho e conforto para viagens.
Nissan,Sentra,2014,2.0 4 cilindros Gasolina,Flex,Prata,170376,2,Manual,Sedan,9.7,117474.12,Modelo confiável e muito popular no Brasil.
Renault,Logan,2016,1.6 4 cilindros Flex,Flex,Cinza,334817,4,Automática,SUV,19.2,72738.39,Carro econômico ideal para cidade.
Fiat,Argo,2011,Motor elétrico,Elétrico,Verde,340065,2,Automática,SUV,17.9,300008.95,Espaçoso e confortável para famílias.
Jeep,Renegade,2021,1.0 3 cilindros Otto,Gasolina,Branco,0,2,CVT,Passeio,18.5,277817.66,Modelo confiável e muito popular no Brasil.
Chevrolet,Onix Plus,2021,2.0 4 cilindros Gasolina,Flex,Verde,218533,2,Automatizada,Hatch,13.6,302962.08,Carro econômico ideal para cidade.
Chevrolet,Onix,2015,1.3 4 cilindros Flex,Gasolina,Branco,362859,4,Automática,Hatch,18.0,185804.4,Espaçoso e confortável para famílias.
Fiat,Pulse,2024,2.8 4 cilindros Diesel,Gasolina,Vermelho,0,2,Automática,Picape,20.5,120986.15,Modelo confiável e muito popular no Brasil.
Nissan,Sentra,2011,1.3 4 cilindros Flex,Híbrido,Preto,47879,2,Manual,Passeio,21.9,236314.67,Modelo confiável e muito popular no Brasil.
Volkswagen,T-Cross,2015,1.3 4 cilindros Flex,Gasolina,Cinza,393379,4,Manual,Picape,10.3,168288.17,Espaçoso e confortável para famílias.
Fiat,Pulse,2016,1.3 4 cilindros Flex,Flex,Verde,207679,2,CVT,Picape,16.1,337957.47,Boa relação custo-benefício.
Nissan,Sentra,2008,1.0 3 cilindros Otto,Flex,Cinza,108630,4,Automática,Hatch,12.7,326235.25,Carro econômico ideal para cidade.
Chevrolet,Onix Plus,2016,1.3 4 cilindros Flex,Híbrido,Branco,475804,2,Automatizada,Picape,18.0,324840.25,Boa relação custo-benefício.
Volkswagen,Nivus,2024,1.3 4 cilindros Flex,Diesel,Vermelho,0,2,CVT,SUV,14.4,170597.8,Boa relação custo-benefício.
Volkswagen,Nivus,2007,2.0 4 cilindros Gasolina,Híbrido,Cinza,260281,4,Automática,SUV,10.0,333048.93,Modelo confiável e muito popular no Brasil.
Honda,HR-V,2013,2.0 4 cilindros Gasolina,Gasolina,Verde,266678,4,CVT,SUV,9.7,141819.58,Modelo confiável e muito popular no Brasil.
Volkswagen,Amarok,2018,1.0 3 cilindros Otto,Gasolina,Branco,0,4,Manual,Picape,17.5,54827.91,Boa relação custo-benefício.
BYD,Seal,2017,2.0 4 cilindros Gasolina,Híbrido,Verde,473161,4,CVT,Passeio,18.3,42360.59,Modelo confiável e muito popular no Brasil.
Chevrolet,Onix,2020,Motor elétrico,Elétrico,Prata,433494,4,Automática,Picape,8.7,38113.08,Design moderno com boa tecnologia embarcada.
Hyundai,Creta,2021,1.3 4 cilindros Flex,Flex,Vermelho,0,2,Automática,Passeio,19.4,195478.97,Espaçoso e confortável para famílias.
BYD,Yuan Plus,2024,2.0 4 cilindros Gasolina,Diesel,Preto,0,2,CVT,Sedan,10.8,340439.35,Modelo confiável e muito popular no Brasil.
Chevrolet,Cruze,2007,2.0 4 cilindros Gasolina,Híbrido,Branco,290869,2,Automática,Hatch,15.7,225948.81,Ótimo desempenho e conforto para viagens.
Volkswagen,Polo,2009,1.6 4 cilindros Flex,Híbrido,Cinza,397667,2,Automática,Hatch,11.7,332526.52,Modelo confiável e muito popular no Brasil.
Volkswagen,Virtus,2008,1.0 3 cilindros Otto,Diesel,Verde,240386,2,Automatizada,SUV,18.7,73798.2,Modelo confiável e muito popular no Brasil.
Renault,Duster,2019,2.0 4 cilindros Gasolina,Gasolina,Cinza,481758,2,Automatizada,Sedan,11.5,266659.68,Carro econômico ideal para cidade.
BYD,Dolphin,2009,1.0 3 cilindros Otto,Híbrido,Azul,398743,2,Manual,Sedan,9.5,255839.44,Modelo confiável e muito popular no Brasil.
Toyota,Corolla,2011,2.8 4 cilindros Diesel,Híbrido,Vermelho,393875,2,CVT,Sedan,19.5,227308.19,Espaçoso e confortável para famílias.
Toyota,Corolla,2007,2.0 4 cilindros Gasolina,Flex,Cinza,386660,2,Automatizada,Picape,21.2,349878.87,Modelo confiável e muito popular no Brasil.
Chevrolet,Tracker,2021,2.0 4 cilindros Gasolina,Gasolina,Cinza,184618,2,Manual,Passeio,20.6,229428.97,Boa relação custo-benefício.
Chevrolet,Onix Plus,2014,Motor elétrico,Elétrico,Azul,426945,4,Automática,Hatch,11.0,286357.93,Design moderno com boa tecnologia embarcada.
Jeep,Commander,2023,2.8 4 cilindros Diesel,Flex,Branco,0,2,Automatizada,Sedan,15.1,162061.14,Boa relação custo-benefício.
Honda,HR-V,2007,1.3 4 cilindros Flex,Gasolina,Cinza,256577,2,Automatizada,Sedan,15.2,111969.36,Carro econômico ideal para cidade.
Honda,WR-V,2024,1.6 4 cilindros Flex,Flex,Vermelho,0,4,Manual,Hatch,10.5,343219.39,Carro econômico ideal para cidade.
Volkswagen,Gol,2025,1.0 3 cilindros Otto,Diesel,Preto,0,4,CVT,Sedan,10.9,301271.74,Carro econômico ideal para cidade.
Jeep,Commander,2013,1.3 4 cilindros Flex,Diesel,Branco,181568,2,CVT,Picape,14.0,148233.6,Carro econômico ideal para cidade.
Volkswagen,Amarok,2009,1.3 4 cilindros Flex,Diesel,Branco,492437,2,CVT,Hatch,8.6,53928.35,Boa relação custo-benefício.
Jeep,Compass,2017,1.3 4 cilindros Flex,Gasolina,Prata,318738,2,CVT,Hatch,8.5,317928.6,Boa relação custo-benefício.
Nissan,Versa,2008,1.6 4 cilindros Flex,Gasolina,Preto,115975,2,Automatizada,Picape,20.0,101735.65,Design moderno com boa tecnologia embarcada.
Renault,Kwid,2018,1.6 4 cilindros Flex,Gasolina,Prata,260837,2,Automatizada,SUV,8.6,66194.51,Ótimo desempenho e conforto para viagens.
Renault,Kwid,2012,2.8 4 cilindros Diesel,Gasolina,Branco,61095,4,CVT,SUV,11.9,247737.84,Ótimo desempenho e conforto para viagens.
Fiat,Cronos,2016,1.3 4 cilindros Flex,Diesel,Prata,486197,2,Automatizada,Hatch,17.7,50444.78,Carro econômico ideal para cidade.
Volkswagen,Amarok,2022,1.6 4 cilindros Flex,Híbrido,Preto,0,2,CVT,Hatch,20.3,125709.85,Espaçoso e confortável para famílias.
Volkswagen,Polo,2008,1.6 4 cilindros Flex,Diesel,Vermelho,387380,2,CVT,SUV,21.5,312137.29,Carro econômico ideal para cidade.
Hyundai,HB20,2019,1.6 4 cilindros Flex,Híbrido,Preto,0,2,Manual,Passeio,19.3,83620.59,Espaçoso e confortável para famílias.
Nissan,Sentra,2022,Motor elétrico,Elétrico,Branco,0,4,CVT,Hatch,17.9,140883.82,Carro econômico ideal para cidade.
Hyundai,Tucson,2006,1.0 3 cilindros Otto,Diesel,Verde,434252,2,CVT,Picape,12.0,290027.53,Carro econômico ideal para cidade.
Volkswagen,Nivus,2010,1.0 3 cilindros Otto,Híbrido,Vermelho,278415,2,Manual,Picape,20.1,132581.5,Espaçoso e confortável para famílias.
Volkswagen,Polo,2014,1.6 4 cilindros Flex,Gasolina,Vermelho,396646,4,CVT,SUV,8.6,222914.64,Boa relação custo-benefício.
Nissan,Sentra,2011,1.3 4 cilindros Flex,Gasolina,Prata,352886,2,Manual,SUV,15.7,102883.7,Modelo confiável e muito popular no Brasil.
Hyundai,Santa Fe,2014,1.3 4 cilindros Flex,Flex,Vermelho,349286,2,Automatizada,Picape,17.9,46324.9,Ótimo desempenho e conforto para viagens.
Fiat,Argo,2011,1.6 4 cilindros Flex,Flex,Preto,410329,4,CVT,Passeio,21.3,298546.23,Carro econômico ideal para cidade.
Chevrolet,Onix Plus,2022,1.3 4 cilindros Flex,Flex,Vermelho,0,4,Automática,Passeio,20.9,56625.92,Carro econômico ideal para cidade.
Hyundai,Santa Fe,2020,2.0 4 cilindros Gasolina,Gasolina,Preto,0,4,Automatizada,Hatch,9.0,143642.32,Carro econômico ideal para cidade.
Fiat,Strada,2015,1.6 4 cilindros Flex,Flex,Azul,280223,2,Manual,Sedan,19.1,103728.08,Ótimo desempenho e conforto para viagens.
Honda,HR-V,2011,1.3 4 cilindros Flex,Diesel,Vermelho,202280,2,Automatizada,Picape,12.8,29718.82,Espaçoso e confortável para famílias.
Renault,Oroch,2013,2.0 4 cilindros Gasolina,Gasolina,Verde,148409,2,Automatizada,SUV,10.5,229405.45,Ótimo desempenho e conforto para viagens.
Volkswagen,Virtus,2007,2.0 4 cilindros Gasolina,Gasolina,Prata,450691,4,Automatizada,Passeio,12.9,165453.66,Design moderno com boa tecnologia embarcada.
Chevrolet,Cruze,2014,2.0 4 cilindros Gasolina,Diesel,Azul,443431,4,Manual,SUV,13.1,260607.92,Boa relação custo-benefício.
Hyundai,Creta,2014,1.0 3 cilindros Otto,Gasolina,Azul,41597,4,Automatizada,Passeio,9.1,114641.42,Boa relação custo-benefício.
Renault,Logan,2016,2.8 4 cilindros Diesel,Gasolina,Verde,447181,2,Manual,Sedan,18.5,291188.55,Espaçoso e confortável para famílias.
BYD,Song Plus,2023,1.3 4 cilindros Flex,Gasolina,Verde,264472,2,Automatizada,Sedan,19.9,332629.71,Modelo confiável e muito popular no Brasil.
Jeep,Commander,2007,2.8 4 cilindros Diesel,Flex,Branco,77642,4,Automática,Sedan,21.0,84035.01,Espaçoso e confortável para famílias.
Chevrolet,S10,2010,Motor elétrico,Elétrico,Cinza,80622,4,CVT,Passeio,12.9,306843.48,Espaçoso e confortável para famílias.
Nissan,March,2009,2.0 4 cilindros Gasolina,Híbrido,Cinza,176313,4,Automática,Picape,13.6,217385.68,Carro econômico ideal para cidade.
Renault,Oroch,2008,2.8 4 cilindros Diesel,Híbrido,Prata,421470,2,CVT,Picape,12.6,77570.36,Ótimo desempenho e conforto para viagens.
Jeep,Compass,2008,1.0 3 cilindros Otto,Flex,Cinza,137974,4,Manual,Hatch,15.9,278978.77,Modelo confiável e muito popular no Brasil.
Renault,Oroch,2023,2.8 4 cilindros Diesel,Flex,Cinza,341773,2,Automatizada,Sedan,20.5,235172.16,Espaçoso e confortável para famílias.
Chevrolet,Tracker,2009,1.3 4 cilindros Flex,Diesel,Verde,93247,4,Automatizada,Hatch,20.6,327530.72,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2018,2.0 4 cilindros Gasolina,Diesel,Verde,20010,2,Manual,Passeio,11.1,234360.92,Boa relação custo-benefício.
Chevrolet,Onix Plus,2015,Motor elétrico,Elétrico,Azul,250298,2,CVT,SUV,18.9,108222.03,Ótimo desempenho e conforto para viagens.
Renault,Logan,2011,2.8 4 cilindros Diesel,Flex,Vermelho,301393,2,Automatizada,Passeio,16.5,102572.07,Boa relação custo-benefício.
Nissan,Frontier,2018,Motor elétrico,Elétrico,Vermelho,0,2,Manual,Hatch,8.1,192605.67,Carro econômico ideal para cidade.
Fiat,Cronos,2016,1.6 4 cilindros Flex,Híbrido,Azul,177235,2,Automática,SUV,10.4,184138.97,Boa relação custo-benefício.
Fiat,Toro,2020,2.8 4 cilindros Diesel,Híbrido,Azul,0,4,Automática,Passeio,10.2,156898.24,Espaçoso e confortável para famílias.
Nissan,March,2007,1.6 4 cilindros Flex,Diesel,Prata,424396,4,Automática,Sedan,14.3,215479.02,Design moderno com boa tecnologia embarcada.
Toyota,Yaris,2012,1.0 3 cilindros Otto,Diesel,Prata,171247,2,Manual,Picape,20.3,191096.44,Boa relação custo-benefício.
Honda,Civic,2016,1.6 4 cilindros Flex,Flex,Prata,238816,4,Manual,Passeio,10.5,292424.92,Modelo confiável e muito popular no Brasil.
Nissan,Versa,2025,Motor elétrico,Elétrico,Cinza,301864,4,Automática,Sedan,10.0,287820.72,Design moderno com boa tecnologia embarcada.
Hyundai,HB20,2014,1.3 4 cilindros Flex,Flex,Cinza,182604,4,Automatizada,Picape,20.2,185379.02,Carro econômico ideal para cidade.
Hyundai,Tucson,2025,1.3 4 cilindros Flex,Híbrido,Prata,253961,4,Manual,Hatch,11.3,255627.95,Espaçoso e confortável para famílias.
Volkswagen,Polo,2014,2.8 4 cilindros Diesel,Flex,Verde,316961,4,Automática,Picape,10.1,90726.3,Carro econômico ideal para cidade.
BYD,Yuan Plus,2024,1.6 4 cilindros Flex,Híbrido,Verde,300615,4,CVT,SUV,12.4,137843.99,Boa relação custo-benefício.
Volkswagen,Polo,2016,1.6 4 cilindros Flex,Flex,Azul,402514,2,Manual,Hatch,16.2,191978.56,Carro econômico ideal para cidade.
Fiat,Pulse,2016,1.0 3 cilindros Otto,Diesel,Cinza,20179,2,Automatizada,Picape,9.2,226361.52,Boa relação custo-benefício.
Hyundai,Tucson,2016,2.8 4 cilindros Diesel,Diesel,Prata,21331,4,Automática,Passeio,11.7,176015.13,Carro econômico ideal para cidade.
Volkswagen,Virtus,2007,Motor elétrico,Elétrico,Cinza,427471,2,CVT,Passeio,15.6,79919.0,Espaçoso e confortável para famílias.
BYD,Seal,2024,1.3 4 cilindros Flex,Híbrido,Branco,0,4,CVT,SUV,12.1,59194.69,Espaçoso e confortável para famílias.
Honda,Civic,2019,Motor elétrico,Elétrico,Vermelho,0,4,CVT,Sedan,17.2,70935.21,Modelo confiável e muito popular no Brasil.
Nissan,March,2014,1.6 4 cilindros Flex,Gasolina,Azul,67710,4,Manual,Sedan,15.4,285350.42,Carro econômico ideal para cidade.
Renault,Sandero,2009,1.6 4 cilindros Flex,Híbrido,Branco,237076,2,Manual,Hatch,8.2,96004.99,Ótimo desempenho e conforto para viagens.
Jeep,Commander,2022,2.0 4 cilindros Gasolina,Híbrido,Branco,0,4,Manual,Picape,16.0,349932.86,Boa relação custo-benefício.
Nissan,Frontier,2009,1.6 4 cilindros Flex,Híbrido,Preto,313891,2,Automática,Hatch,11.7,157792.06,Espaçoso e confortável para famílias.
Volkswagen,Gol,2018,1.3 4 cilindros Flex,Gasolina,Vermelho,0,2,CVT,Hatch,19.1,217042.35,Ótimo desempenho e conforto para viagens.
Nissan,Sentra,2025,1.3 4 cilindros Flex,Diesel,Branco,0,2,Automática,Passeio,8.8,77602.59,Espaçoso e confortável para famílias.
Hyundai,Santa Fe,2011,1.0 3 cilindros Otto,Gasolina,Branco,197117,4,Automática,SUV,19.3,184084.22,Boa relação custo-benefício.
Volkswagen,Gol,2009,Motor elétrico,Elétrico,Azul,288044,4,Automática,SUV,13.9,52954.6,Ótimo desempenho e conforto para viagens.
Chevrolet,Onix Plus,2014,2.0 4 cilindros Gasolina,Diesel,Vermelho,62649,4,CVT,Picape,21.8,117145.94,Ótimo desempenho e conforto para viagens.
Toyota,Corolla Cross,2024,1.3 4 cilindros Flex,Híbrido,Verde,155811,2,CVT,Passeio,16.6,201090.31,Design moderno com boa tecnologia embarcada.
Honda,HR-V,2024,1.0 3 cilindros Otto,Flex,Branco,0,2,CVT,Picape,18.0,255327.48,Espaçoso e confortável para famílias.
Volkswagen,T-Cross,2022,Motor elétrico,Elétrico,Preto,0,2,Automática,Picape,16.2,177320.61,Espaçoso e confortável para famílias.
BYD,Dolphin,2021,2.0 4 cilindros Gasolina,Gasolina,Cinza,441415,2,Automatizada,Passeio,16.1,130414.98,Espaçoso e confortável para famílias.
Honda,City,2025,1.0 3 cilindros Otto,Diesel,Azul,0,2,CVT,Passeio,8.6,138256.84,Carro econômico ideal para cidade.
Hyundai,Creta,2012,1.6 4 cilindros Flex,Gasolina,Cinza,154118,4,CVT,SUV,13.5,74937.05,Boa relação custo-benefício.
Volkswagen,Gol,2019,2.8 4 cilindros Diesel,Gasolina,Cinza,377339,4,CVT,Sedan,21.3,35433.68,Modelo confiável e muito popular no Brasil.
Renault,Sandero,2018,Motor elétrico,Elétrico,Cinza,15773,2,Automatizada,Sedan,11.2,137630.15,Espaçoso e confortável para famílias.
BYD,Seal,2006,2.8 4 cilindros Diesel,Diesel,Verde,166351,2,Automatizada,Picape,14.7,156582.6,Espaçoso e confortável para famílias.
Toyota,SW4,2019,2.8 4 cilindros Diesel,Híbrido,Prata,413601,2,Automática,Sedan,11.1,170212.91,Boa relação custo-benefício.
Nissan,Sentra,2011,1.6 4 cilindros Flex,Diesel,Prata,36324,4,Automática,Passeio,17.5,205450.48,Ótimo desempenho e conforto para viagens.
Renault,Kwid,2014,Motor elétrico,Elétrico,Prata,349119,4,Automatizada,Sedan,15.5,55162.08,Modelo confiável e muito popular no Brasil.
Chevrolet,S10,2016,1.6 4 cilindros Flex,Gasolina,Branco,429312,2,Automatizada,Picape,17.5,291682.86,Design moderno com boa tecnologia embarcada.
Fiat,Cronos,2006,1.3 4 cilindros Flex,Diesel,Cinza,40955,4,Automática,Picape,20.4,104344.65,Ótimo desempenho e conforto para viagens.
Renault,Kwid,2007,2.8 4 cilindros Diesel,Flex,Cinza,384483,4,Automatizada,Hatch,15.5,241864.04,Modelo confiável e muito popular no Brasil.
Jeep,Gladiator,2016,1.0 3 cilindros Otto,Híbrido,Vermelho,276495,2,Manual,Passeio,21.2,212421.8,Design moderno com boa tecnologia embarcada.
Chevrolet,S10,2017,1.6 4 cilindros Flex,Diesel,Preto,150066,2,Automatizada,SUV,18.1,335225.46,Modelo confiável e muito popular no Brasil.
BYD,Dolphin,2016,Motor elétrico,Elétrico,Cinza,91446,4,Automatizada,Hatch,10.5,179847.31,Carro econômico ideal para cidade.
Jeep,Renegade,2020,2.8 4 cilindros Diesel,Gasolina,Vermelho,0,2,Manual,Sedan,12.0,293694.0,Boa relação custo-benefício.
Toyota,Hilux,2013,2.8 4 cilindros Diesel,Gasolina,Preto,383388,4,CVT,SUV,16.8,259163.52,Boa relação custo-benefício.
BYD,Song Plus,2018,1.0 3 cilindros Otto,Flex,Verde,379289,4,Automatizada,Sedan,13.1,86165.22,Design moderno com boa tecnologia embarcada.
Fiat,Strada,2013,2.0 4 cilindros Gasolina,Flex,Cinza,329550,2,Automatizada,Picape,21.1,128189.89,Carro econômico ideal para cidade.
Volkswagen,Gol,2019,Motor elétrico,Elétrico,Preto,0,4,Automatizada,Picape,17.2,152843.69,Boa relação custo-benefício.
BYD,Song Plus,2005,1.3 4 cilindros Flex,Híbrido,Preto,404583,2,CVT,Sedan,13.7,106778.95,Design moderno com boa tecnologia embarcada.
Volkswagen,Polo,2025,2.0 4 cilindros Gasolina,Gasolina,Preto,0,2,Automática,Passeio,17.7,310884.49,Espaçoso e confortável para famílias.
Fiat,Mobi,2017,1.0 3 cilindros Otto,Gasolina,Azul,292018,2,Manual,Sedan,18.8,138979.78,Modelo confiável e muito popular no Brasil.
Nissan,Kicks,2015,1.6 4 cilindros Flex,Híbrido,Vermelho,385901,2,Manual,Sedan,12.8,151818.95,Espaçoso e confortável para famílias.
Renault,Sandero,2007,1.6 4 cilindros Flex,Diesel,Vermelho,0,4,Automática,Sedan,12.9,26566.7,Boa relação custo-benefício.
Nissan,Frontier,2006,1.3 4 cilindros Flex,Híbrido,Cinza,162426,2,Automatizada,Sedan,11.3,248306.73,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2005,1.6 4 cilindros Flex,Gasolina,Preto,42405,2,CVT,Sedan,19.2,239612.08,Carro econômico ideal para cidade.
Chevrolet,Tracker,2011,1.3 4 cilindros Flex,Diesel,Verde,116237,4,CVT,Hatch,11.7,311984.33,Ótimo desempenho e conforto para viagens.
Toyota,Yaris,2021,1.0 3 cilindros Otto,Híbrido,Verde,467842,4,Automatizada,Sedan,10.3,223570.4,Modelo confiável e muito popular no Brasil.
Chevrolet,Onix Plus,2020,Motor elétrico,Elétrico,Preto,0,2,Manual,Sedan,11.3,194012.48,Modelo confiável e muito popular no Brasil.
